time	pps	kbps
0.100158	2	70.464
0.20033	12	422.784
0.30051	44	1550.21
0.400868	126	4439.23
0.501022	230	8103.36
0.601224	252	8878.46
0.701295	378	13317.7
0.801389	252	8878.46
0.902315	176	6200.83
1.00353	144	5073.41
1.10361	90	3170.88
1.20405	98	3452.74
1.30414	98	3452.74
1.40423	112	3945.98
1.50451	104	3664.13
1.60467	114	4016.45
1.70477	116	4086.91
1.8057	116	4086.91
1.90671	116	4086.91
2.00685	116	4086.91
2.10689	102	3593.66
2.20763	108	3805.06
2.3077	108	3805.06
2.40907	104	3664.13
2.50934	120	4227.84
2.60945	140	4932.48
2.70949	202	7116.86
2.80971	180	6341.76
2.90985	300	10569.6
3.01015	248	8737.54
3.11022	194	6835.01
3.21044	220	7751.04
3.31059	230	8103.36
3.41143	232	8173.82
3.51169	228	8032.9
3.61176	206	7257.79
3.71186	212	7469.18
3.8123	212	7469.18
3.91249	224	7891.97
4.01256	224	7891.97
4.11273	228	8032.9
4.21289	236	8314.75
4.31307	236	8314.75
4.41323	228	8032.9
4.5142	220	7751.04
4.61497	228	8032.9
4.71574	252	8878.46
4.81596	302	10640.1
4.91601	372	13106.3
5.01626	388	13670
5.11639	410	14445.1
5.21655	192	6764.54
5.31667	114	4016.45
5.41685	110	3875.52
5.51705	96	3382.27
5.61722	98	3452.74
5.7173	112	3945.98
5.81752	122	4298.3
5.91759	124	4368.77
6.01774	124	4368.77
6.1178	124	4368.77
6.21796	124	4368.77
6.31816	124	4368.77
6.41832	124	4368.77
6.51845	98	3452.74
6.61852	108	3805.06
6.71906	114	4016.45
6.81919	122	4298.3
6.91935	140	4932.48
7.01953	206	7257.79
7.11966	284	10005.9
7.21977	362	12754
7.32005	372	13106.3
7.42016	442	15572.5
7.5203	176	6200.83
7.62116	136	4791.55
7.72122	114	4016.45
7.82132	122	4298.3
7.92144	100	3523.2
8.02153	106	3734.59
8.12208	112	3945.98
8.22269	122	4298.3
8.32278	128	4509.7
8.42292	128	4509.7
8.52497	128	4509.7
8.6252	128	4509.7
8.72531	128	4509.7
8.82547	128	4509.7
8.92557	128	4509.7
9.02571	102	3593.66
9.12576	116	4086.91
9.22588	136	4791.55
9.32601	210	7398.72
9.42666	312	10992.4
9.52677	370	13035.8
9.62689	394	13881.4
9.72701	302	10640.1
9.82706	130	4580.16
9.92723	104	3664.13
10.0273	118	4157.38
10.1281	122	4298.3
10.229	124	4368.77
10.3291	106	3734.59
10.4292	124	4368.77
10.5293	102	3593.66
10.6294	110	3875.52
10.7294	122	4298.3
10.8297	120	4227.84
10.9298	122	4298.3
11.0313	124	4368.77
11.1315	124	4368.77
11.2326	124	4368.77
11.3328	126	4439.23
11.4329	128	4509.7
11.5331	170	5989.44
11.6333	264	9301.25
11.7335	374	13176.8
11.8344	372	13106.3
11.9344	312	10992.4
12.0346	264	9301.25
12.1349	144	5073.41
12.2361	98	3452.74
12.3363	110	3875.52
12.4365	116	4086.91
12.5367	106	3734.59
12.6368	88	3100.42
12.7376	110	3875.52
12.8377	116	4086.91
12.9385	118	4157.38
13.0396	120	4227.84
13.1398	120	4227.84
13.2411	120	4227.84
13.342	106	3734.59
13.4462	68	2395.78
13.5477	54	1902.53
13.6479	114	4016.45
13.748	116	4086.91
13.8482	120	4227.84
13.9483	150	5284.8
14.0485	246	8667.07
14.1488	294	10358.2
14.249	264	9301.25
14.3494	324	11415.2
14.4496	156	5496.19
14.5498	218	7680.58
14.6499	240	8455.68
14.75	250	8808
14.8501	244	8596.61
14.9502	240	8455.68
15.0503	136	4791.55
15.1503	188	6623.62
15.2512	70	2466.24
15.3513	110	3875.52
15.4515	126	4439.23
15.5515	132	4650.62
15.6516	130	4580.16
15.7517	112	3945.98
15.852	126	4439.23
15.9521	124	4368.77
16.0522	114	4016.45
16.1524	132	4650.62
16.2531	132	4650.62
16.3533	124	4368.77
16.4534	132	4650.62
16.5536	128	4509.7
16.6537	130	4580.16
16.7537	124	4368.77
16.8539	130	4580.16
16.9542	202	7116.86
17.0544	274	9653.57
17.1547	286	10076.4
17.2547	216	7610.11
17.3548	328	11556.1
17.4602	120	4227.84
17.5613	204	7187.33
17.6615	228	8032.9
17.7622	84	2959.49
17.8624	112	3945.98
17.9625	130	4580.16
18.0626	132	4650.62
18.1627	132	4650.62
18.2628	132	4650.62
18.3629	122	4298.3
18.4632	118	4157.38
18.5633	130	4580.16
18.6634	126	4439.23
18.7635	132	4650.62
18.8636	122	4298.3
18.9653	134	4721.09
19.0656	136	4791.55
19.1657	124	4368.77
19.2665	98	3452.74
19.3666	112	3945.98
19.4669	130	4580.16
19.567	194	6835.01
19.6678	172	6059.9
19.7679	68	2395.78
19.868	0	0
19.968	136	4791.55
20.0682	168	5918.98
20.1684	178	6271.3
20.2686	150	5284.8
20.3687	180	6341.76
20.469	174	6130.37
20.5698	182	6412.22
20.67	178	6271.3
20.7744	170	5989.44
20.8745	190	6694.08
20.9747	154	5425.73
21.0749	154	5425.73
21.1751	164	5778.05
21.2752	148	5214.34
21.3762	82	2889.02
21.4762	90	3170.88
21.5763	92	3241.34
21.6767	92	3241.34
21.7768	84	2959.49
21.8769	78	2748.1
21.977	92	3241.34
22.0771	82	2889.02
22.1771	92	3241.34
22.2773	96	3382.27
22.3775	96	3382.27
22.4776	94	3311.81
22.5789	96	3382.27
22.6799	96	3382.27
22.78	104	3664.13
22.8802	98	3452.74
22.981	140	4932.48
23.0817	126	4439.23
23.1817	154	5425.73
23.2818	148	5214.34
23.382	104	3664.13
23.4821	50	1761.6
23.5823	70	2466.24
23.6835	76	2677.63
23.7846	76	2677.63
23.8847	76	2677.63
23.9848	76	2677.63
24.0851	62	2184.38
24.1852	58	2043.46
24.2856	70	2466.24
24.3864	76	2677.63
24.4868	76	2677.63
24.587	76	2677.63
24.6879	76	2677.63
24.7881	76	2677.63
24.8883	80	2818.56
24.9886	88	3100.42
25.0887	130	4580.16
25.1887	232	8173.82
25.2888	108	3805.06
25.3891	80	2818.56
25.49	128	4509.7
25.5903	128	4509.7
25.6906	156	5496.19
25.7908	182	6412.22
25.8914	174	6130.37
25.9917	178	6271.3
26.0924	196	6905.47
26.1938	172	6059.9
26.2946	198	6975.94
26.3948	188	6623.62
26.4948	196	6905.47
26.5949	192	6764.54
26.695	188	6623.62
26.795	186	6553.15
26.8958	200	7046.4
26.996	178	6271.3
27.0964	188	6623.62
27.1966	204	7187.33
27.2966	242	8526.14
27.3968	290	10217.3
27.4969	380	13388.2
27.597	368	12965.4
27.697	428	15079.3
27.7972	164	5778.05
27.8974	96	3382.27
27.9975	112	3945.98
28.0976	120	4227.84
28.1977	124	4368.77
28.2988	124	4368.77
28.3989	100	3523.2
28.499	96	3382.27
28.5995	120	4227.84
28.7003	118	4157.38
28.8004	124	4368.77
28.9006	124	4368.77
29.0008	124	4368.77
29.1009	124	4368.77
29.2011	124	4368.77
29.3013	74	2607.17
29.4016	124	4368.77
29.5016	146	5143.87
29.6017	218	7680.58
29.7019	298	10499.1
29.8021	362	12754
29.9022	384	13529.1
30.0023	428	15079.3
30.1025	190	6694.08
30.2027	108	3805.06
30.3028	108	3805.06
30.4029	114	4016.45
30.503	84	2959.49
30.6031	112	3945.98
30.7032	120	4227.84
30.8033	120	4227.84
30.9033	124	4368.77
31.0035	124	4368.77
31.1037	124	4368.77
31.2039	124	4368.77
31.304	124	4368.77
31.4042	90	3170.88
31.5045	68	2395.78
31.6046	44	1550.21
31.7054	88	3100.42
31.8056	124	4368.77
31.9058	138	4862.02
32.0072	160	5637.12
32.1073	246	8667.07
32.2075	328	11556.1
32.3075	344	12119.8
32.4082	300	10569.6
32.5082	222	7821.5
32.6084	88	3100.42
32.7086	80	2818.56
32.8088	102	3593.66
32.909	82	2889.02
33.0093	108	3805.06
33.1094	104	3664.13
33.2096	106	3734.59
33.3102	112	3945.98
33.4103	98	3452.74
33.5104	110	3875.52
33.6105	112	3945.98
33.7107	92	3241.34
33.8108	110	3875.52
33.9109	112	3945.98
34.012	112	3945.98
34.1121	110	3875.52
34.2122	108	3805.06
34.3124	154	5425.73
34.4125	176	6200.83
34.5128	262	9230.78
34.613	354	12472.1
34.7132	164	5778.05
34.8134	178	6271.3
34.9135	190	6694.08
35.0147	170	5989.44
35.1157	96	3382.27
35.2165	100	3523.2
35.3173	94	3311.81
35.4175	104	3664.13
35.5175	112	3945.98
35.6177	108	3805.06
35.718	102	3593.66
35.8181	108	3805.06
35.9183	104	3664.13
36.0185	112	3945.98
36.1194	112	3945.98
36.2195	94	3311.81
36.3197	104	3664.13
36.4198	108	3805.06
36.52	114	4016.45
36.6206	128	4509.7
36.7216	176	6200.83
36.8219	264	9301.25
36.922	352	12401.7
37.0229	384	13529.1
37.1229	430	15149.8
37.223	204	7187.33
37.3231	116	4086.91
37.4233	112	3945.98
37.5235	122	4298.3
37.6238	102	3593.66
37.7238	108	3805.06
37.8239	108	3805.06
37.924	124	4368.77
38.0242	128	4509.7
38.1244	84	2959.49
38.2245	118	4157.38
38.3247	112	3945.98
38.4251	104	3664.13
38.5252	124	4368.77
38.6254	120	4227.84
38.7262	128	4509.7
38.8263	126	4439.23
38.9264	122	4298.3
39.0268	156	5496.19
39.1269	148	5214.34
39.2271	278	9794.5
39.3272	340	11978.9
39.4272	140	4932.48
39.5274	176	6200.83
39.6276	168	5918.98
39.7279	170	5989.44
39.8279	216	7610.11
39.9281	218	7680.58
40.0283	212	7469.18
40.1285	208	7328.26
40.2289	210	7398.72
40.3291	198	6975.94
40.4296	220	7751.04
40.5297	220	7751.04
40.6298	216	7610.11
40.7299	220	7751.04
40.83	224	7891.97
40.9307	210	7398.72
41.0308	218	7680.58
41.131	244	8596.61
41.2311	320	11274.2
41.3312	376	13247.2
41.4312	378	13317.7
41.5314	426	15008.8
41.6315	160	5637.12
41.7318	74	2607.17
41.8324	106	3734.59
41.9325	106	3734.59
42.0331	126	4439.23
42.1333	128	4509.7
42.2334	128	4509.7
42.3336	128	4509.7
42.4337	128	4509.7
42.5348	128	4509.7
42.636	128	4509.7
42.737	126	4439.23
42.8372	112	3945.98
42.938	108	3805.06
43.0381	110	3875.52
43.1383	120	4227.84
43.2394	136	4791.55
43.3396	170	5989.44
43.4398	246	8667.07
43.5401	298	10499.1
43.6402	334	11767.5
43.7403	288	10146.8
43.8404	168	5918.98
43.9406	92	3241.34
44.0408	106	3734.59
44.1419	112	3945.98
44.242	112	3945.98
44.3424	102	3593.66
44.4425	94	3311.81
44.5426	98	3452.74
44.6427	100	3523.2
44.7428	112	3945.98
44.8428	110	3875.52
44.9439	112	3945.98
45.0441	112	3945.98
45.1443	112	3945.98
45.2444	112	3945.98
45.345	112	3945.98
45.4451	100	3523.2
45.5454	152	5355.26
45.6455	262	9230.78
45.7456	358	12613.1
45.8457	414	14586
45.9458	300	10569.6
46.0459	138	4862.02
46.1461	98	3452.74
46.2469	114	4016.45
46.347	110	3875.52
46.4471	104	3664.13
46.5472	116	4086.91
46.6475	120	4227.84
46.7475	120	4227.84
46.8477	120	4227.84
46.9477	120	4227.84
47.0478	106	3734.59
47.1488	112	3945.98
47.249	112	3945.98
47.3491	118	4157.38
47.4497	104	3664.13
47.5499	118	4157.38
47.6507	138	4862.02
47.7509	196	6905.47
47.8512	292	10287.7
47.9513	350	12331.2
48.0521	372	13106.3
48.1524	374	13176.8
48.2525	270	9512.64
48.3526	112	3945.98
48.4528	102	3593.66
48.5538	118	4157.38
48.654	70	2466.24
48.7541	120	4227.84
48.8542	114	4016.45
48.9543	120	4227.84
49.055	118	4157.38
