time	pps	kbps
0.100212	2	70.464
0.201401	12	422.784
0.301717	48	1691.14
0.401828	166	5848.51
0.502118	226	7962.43
0.602215	340	11978.9
0.70229	304	10710.5
0.803055	330	11626.6
0.903375	310	10921.9
1.00344	306	10781
1.10357	274	9653.57
1.20375	324	11415.2
1.3039	302	10640.1
1.40408	280	9864.96
1.50417	288	10146.8
1.60499	132	4650.62
1.70714	22	775.104
1.80731	78	2748.1
1.90763	144	5073.41
2.00796	154	5425.73
2.10809	162	5707.58
2.2084	136	4791.55
2.30843	156	5496.19
2.40854	154	5425.73
2.50857	172	6059.9
2.60949	160	5637.12
2.70977	176	6200.83
2.8099	172	6059.9
2.91062	168	5918.98
3.01143	174	6130.37
3.11206	168	5918.98
3.21216	160	5637.12
3.31234	170	5989.44
3.41239	170	5989.44
3.51267	174	6130.37
3.6133	170	5989.44
3.7135	176	6200.83
3.81352	180	6341.76
3.91365	164	5778.05
4.01406	180	6341.76
4.1142	180	6341.76
4.21428	180	6341.76
4.31442	166	5848.51
4.41456	166	5848.51
4.5147	184	6482.69
4.61533	184	6482.69
4.7154	172	6059.9
4.81548	180	6341.76
4.9156	176	6200.83
5.01657	180	6341.76
5.11661	172	6059.9
5.21669	182	6412.22
5.31738	164	5778.05
5.41766	166	5848.51
5.51777	176	6200.83
5.61788	180	6341.76
5.71799	186	6553.15
5.81809	180	6341.76
5.91835	182	6412.22
6.01939	188	6623.62
6.11993	178	6271.3
6.22027	168	5918.98
6.32031	182	6412.22
6.42046	176	6200.83
6.52111	190	6694.08
6.62124	200	7046.4
6.72161	198	6975.94
6.82171	198	6975.94
6.92189	200	7046.4
7.02198	194	6835.01
7.122	202	7116.86
7.22264	200	7046.4
7.32281	208	7328.26
7.42297	208	7328.26
7.52311	228	8032.9
7.62401	236	8314.75
7.72415	224	7891.97
7.8243	228	8032.9
7.925	242	8526.14
8.02514	222	7821.5
8.12571	160	5637.12
8.22591	148	5214.34
8.3271	190	6694.08
8.4272	206	7257.79
8.52734	218	7680.58
8.62748	232	8173.82
8.72757	236	8314.75
8.82841	236	8314.75
8.92849	224	7891.97
9.0286	222	7821.5
9.12924	206	7257.79
9.22946	190	6694.08
9.3303	210	7398.72
9.43037	204	7187.33
9.5306	202	7116.86
9.63072	212	7469.18
9.73104	208	7328.26
9.83115	204	7187.33
9.93168	210	7398.72
10.0318	202	7116.86
10.1325	204	7187.33
10.2327	210	7398.72
10.3328	228	8032.9
10.4329	228	8032.9
10.533	210	7398.72
10.6332	226	7962.43
10.7333	208	7328.26
10.8334	220	7751.04
10.9336	222	7821.5
11.0337	206	7257.79
11.1338	222	7821.5
11.2343	226	7962.43
11.3343	222	7821.5
11.4344	220	7751.04
11.5346	208	7328.26
11.6347	200	7046.4
11.7348	228	8032.9
11.8352	218	7680.58
11.9354	194	6835.01
12.0354	216	7610.11
12.1355	220	7751.04
12.2357	212	7469.18
12.3358	222	7821.5
12.4359	232	8173.82
12.536	218	7680.58
12.6361	216	7610.11
12.737	228	8032.9
12.8371	236	8314.75
12.9373	214	7539.65
13.0373	226	7962.43
13.1374	208	7328.26
13.2377	220	7751.04
13.3378	234	8244.29
13.4387	240	8455.68
13.5388	240	8455.68
13.639	236	8314.75
13.739	216	7610.11
13.8394	224	7891.97
13.9394	236	8314.75
14.0402	238	8385.22
14.1403	228	8032.9
14.2404	242	8526.14
14.3405	252	8878.46
14.4416	260	9160.32
14.5417	242	8526.14
14.6427	248	8737.54
14.7429	252	8878.46
14.8434	188	6623.62
14.9435	194	6835.01
15.044	216	7610.11
15.1441	216	7610.11
15.2442	236	8314.75
15.3443	240	8455.68
15.4444	218	7680.58
15.5445	238	8385.22
15.645	230	8103.36
15.7452	238	8385.22
15.8454	242	8526.14
15.9456	242	8526.14
16.0462	250	8808
16.1463	266	9371.71
16.2473	264	9301.25
16.3487	268	9442.18
16.4488	252	8878.46
16.5489	258	9089.86
16.649	256	9019.39
16.7491	242	8526.14
16.8492	264	9301.25
16.9492	274	9653.57
17.0493	266	9371.71
17.1495	272	9583.1
17.2496	262	9230.78
17.3497	266	9371.71
17.4498	260	9160.32
17.5499	264	9301.25
17.65	242	8526.14
17.7503	242	8526.14
17.8504	262	9230.78
17.9507	268	9442.18
18.0509	270	9512.64
18.1511	256	9019.39
18.2512	258	9089.86
18.3513	272	9583.1
18.4516	276	9724.03
18.5517	264	9301.25
18.6518	268	9442.18
18.7527	256	9019.39
18.8528	266	9371.71
18.9529	268	9442.18
19.053	266	9371.71
19.1532	264	9301.25
19.2532	266	9371.71
19.3533	274	9653.57
19.4534	264	9301.25
19.5538	266	9371.71
19.6538	270	9512.64
19.7539	258	9089.86
19.8542	238	8385.22
19.9544	262	9230.78
20.0545	274	9653.57
20.1546	264	9301.25
20.2547	260	9160.32
20.3548	280	9864.96
20.455	278	9794.5
20.5551	290	10217.3
20.6551	294	10358.2
20.7552	254	8948.93
20.8552	292	10287.7
20.9553	294	10358.2
21.056	300	10569.6
21.1562	298	10499.1
21.2564	248	8737.54
21.3565	318	11203.8
21.4572	320	11274.2
21.5572	320	11274.2
21.6573	320	11274.2
21.7575	300	10569.6
21.8577	320	11274.2
21.9578	344	12119.8
22.0678	184	6482.69
22.1876	40	1409.28
22.2877	86	3029.95
22.3878	260	9160.32
22.4879	208	7328.26
22.5881	234	8244.29
22.6882	248	8737.54
22.7889	248	8737.54
22.8892	248	8737.54
22.9894	248	8737.54
23.0897	250	8808
23.1898	246	8667.07
23.2899	242	8526.14
23.3902	256	9019.39
23.4904	240	8455.68
23.5905	268	9442.18
23.6913	266	9371.71
23.7915	222	7821.5
23.8915	258	9089.86
23.9918	256	9019.39
24.0919	238	8385.22
24.1921	244	8596.61
24.2924	244	8596.61
24.3925	258	9089.86
24.4928	264	9301.25
24.5937	272	9583.1
24.6939	262	9230.78
24.7939	258	9089.86
24.894	258	9089.86
24.9941	262	9230.78
25.0943	268	9442.18
25.1943	260	9160.32
25.2944	266	9371.71
25.3946	258	9089.86
25.4946	262	9230.78
25.5955	260	9160.32
25.6955	258	9089.86
25.7957	254	8948.93
25.8957	270	9512.64
25.9959	266	9371.71
26.096	276	9724.03
26.196	254	8948.93
26.2961	264	9301.25
26.3963	266	9371.71
26.4964	262	9230.78
26.5969	264	9301.25
26.6969	272	9583.1
26.797	268	9442.18
26.8971	278	9794.5
26.9972	270	9512.64
27.0973	270	9512.64
27.1974	278	9794.5
27.2977	284	10005.9
27.398	274	9653.57
27.4981	282	9935.42
27.5983	286	10076.4
27.6984	292	10287.7
27.7986	286	10076.4
27.8987	286	10076.4
27.9988	300	10569.6
28.0989	302	10640.1
28.1996	306	10781
28.2996	324	11415.2
28.3997	310	10921.9
28.4999	286	10076.4
28.6006	332	11697
28.7007	342	12049.3
28.8009	334	11767.5
28.901	342	12049.3
29.0011	328	11556.1
29.1013	348	12260.7
29.2015	358	12613.1
29.3015	366	12894.9
29.4022	374	13176.8
29.5024	388	13670
29.6024	388	13670
29.7025	398	14022.3
29.8026	380	13388.2
29.9028	380	13388.2
30.003	376	13247.2
30.103	374	13176.8
30.2032	394	13881.4
30.3033	248	8737.54
30.4034	178	6271.3
30.5035	174	6130.37
30.6038	310	10921.9
30.7041	292	10287.7
30.8042	312	10992.4
30.9042	330	11626.6
31.0044	328	11556.1
31.1045	336	11838
31.2046	330	11626.6
31.3052	338	11908.4
31.4053	340	11978.9
31.5054	344	12119.8
31.6055	346	12190.3
31.7055	340	11978.9
31.8059	344	12119.8
31.906	344	12119.8
32.0061	354	12472.1
32.1062	356	12542.6
32.2063	354	12472.1
32.3065	332	11697
32.4067	358	12613.1
32.5069	360	12683.5
32.6076	354	12472.1
32.7083	346	12190.3
32.8086	368	12965.4
32.9087	358	12613.1
33.0088	354	12472.1
33.1089	356	12542.6
33.2091	360	12683.5
33.3092	356	12542.6
33.4093	356	12542.6
33.5094	364	12824.4
33.6094	360	12683.5
33.7095	242	8526.14
33.8097	220	7751.04
33.9098	256	9019.39
34.01	286	10076.4
34.1101	296	10428.7
34.2107	200	7046.4
34.3108	172	6059.9
34.4114	194	6835.01
34.5117	242	8526.14
34.6118	252	8878.46
34.7121	264	9301.25
34.8123	258	9089.86
34.9129	264	9301.25
35.013	268	9442.18
35.1131	220	7751.04
35.2132	280	9864.96
35.3133	284	10005.9
35.4134	172	6059.9
35.5136	228	8032.9
35.6137	224	7891.97
35.7137	234	8244.29
35.8139	232	8173.82
35.9141	218	7680.58
36.0142	224	7891.97
36.1143	226	7962.43
36.2144	232	8173.82
36.3145	232	8173.82
36.4147	246	8667.07
36.5154	236	8314.75
36.6154	252	8878.46
36.7155	248	8737.54
36.8159	236	8314.75
36.916	242	8526.14
37.0161	244	8596.61
37.1162	234	8244.29
37.2165	248	8737.54
37.3166	240	8455.68
37.4168	248	8737.54
37.517	252	8878.46
37.6171	256	9019.39
37.7173	260	9160.32
37.8174	252	8878.46
37.918	244	8596.61
38.018	238	8385.22
38.1184	244	8596.61
38.2196	196	6905.47
38.3197	198	6975.94
38.4199	204	7187.33
38.5199	198	6975.94
38.6203	186	6553.15
38.7207	206	7257.79
38.821	210	7398.72
