segment	time	rtt	rttvar	srtt	rto
1	0.053148	52.7666	26.3833	52.7666	200
2	0.105175	51.7824	20.0335	52.6435	200
3	0.105485	52.0864	15.1644	52.5739	200
4	0.158871	53.575	13.394	52.6365	200
5	0.159051	53.7859	11.8634	52.7083	200
6	0.159181	53.6397	10.9524	52.7471	200
7	0.159368	53.8036	10.1278	52.7911	200
8	0.212368	53.3792	9.53154	52.8095	200
9	0.212563	53.5436	8.9817	52.8325	200
10	0.212684	53.5776	8.56987	52.8511	200
11	0.212781	53.6482	8.18123	52.871	200
12	0.213295	54.0047	7.88758	52.8946	200
13	0.214643	55.3118	7.65965	52.945	200
14	0.214963	55.5258	7.47826	52.9911	200
15	0.215141	55.6568	7.30639	53.0387	200
16	0.26537	52.7644	7.08663	53.0344	200
17	0.265679	53.1252	6.86802	53.0358	200
18	0.265876	53.1867	6.68143	53.0379	200
19	0.267884	55.1945	6.55574	53.0679	200
20	0.268077	55.3383	6.44861	53.0962	200
21	0.268733	55.9663	6.35914	53.1321	200
22	0.268902	56.0664	6.28131	53.1655	200
23	0.269722	56.8533	6.22236	53.2074	200
24	0.270302	56.9171	6.17002	53.246	200
25	0.270658	57.2497	6.12489	53.2877	200
26	0.270885	56.147	6.06209	53.3152	200
27	0.271186	56.4094	6.00501	53.345	200
28	0.271692	56.6445	5.9567	53.3744	200
29	0.272156	57.0871	5.91663	53.4076	200
30	0.272899	57.6415	5.88858	53.4428	200
31	0.273398	58.1539	5.86896	53.4821	200
32	0.318267	52.7306	5.789	53.4762	200
33	0.318431	52.8978	5.70758	53.4717	200
34	0.31934	53.5711	5.62511	53.4724	200
35	0.319719	53.9281	5.54909	53.4758	200
36	0.320602	54.6438	5.48824	53.4839	200
37	0.320764	54.7957	5.43023	53.493	200
38	0.321666	53.6881	5.36135	53.4943	200
39	0.322594	54.5697	5.30495	53.5014	200
40	0.32288	54.7273	5.25397	53.509	200
41	0.323028	54.8609	5.20519	53.5175	200
42	0.323703	54.8616	5.15922	53.5255	200
43	0.333293	63.7422	5.21943	53.5863	200
44	0.333509	64.5059	5.28421	53.6483	200
45	0.333939	64.9457	5.35254	53.7125	200
46	0.334023	64.2328	5.40871	53.7697	200
47	0.334101	64.281	5.46417	53.8268	200
48	0.334246	63.8774	5.51195	53.8792	200
49	0.335324	64.9001	5.56933	53.9366	200
50	0.343723	72.84	5.70267	54.0311	200
51	0.344085	73.2918	5.83825	54.1274	200
52	0.344462	73.4998	5.96839	54.2205	200
53	0.345088	74.0697	6.10186	54.316	200
54	0.34557	74.2973	6.23037	54.4085	200
55	0.346442	75.1098	6.36436	54.5043	200
56	0.347606	75.3452	6.49362	54.5974	200
57	0.348084	76.2491	6.62896	54.694	200
58	0.34845	76.21	6.7573	54.7868	200
59	0.348876	76.453	6.88582	54.8801	200
60	0.34947	76.4681	7.00834	54.9701	200
61	0.349941	76.9192	7.13285	55.0616	200
62	0.350276	76.7965	7.2506	55.1492	200
63	0.350448	76.9422	7.36788	55.2371	200
64	0.370969	52.5792	7.33108	55.2267	200
65	0.371134	52.7531	7.29314	55.217	200
66	0.371562	53.073	7.25413	55.2089	200
67	0.37176	53.2685	7.21387	55.2016	200
68	0.37296	53.5166	7.17322	55.1954	200
69	0.374065	54.582	7.12498	55.1931	200
70	0.374897	55.0811	7.07489	55.1927	200
71	0.375575	55.7272	7.02817	55.1946	200
72	0.376052	55.3625	6.98053	55.1952	200
73	0.376504	55.7862	6.93616	55.1972	200
74	0.37683	55.9688	6.89451	55.1999	200
75	0.377315	56.4241	6.8562	55.204	200
76	0.378294	56.5325	6.81983	55.2084	200
77	0.379064	57.2744	6.78855	55.2152	200
78	0.379482	56.8006	6.7552	55.2202	200
79	0.379908	57.2025	6.7246	55.2266	200
80	0.380339	57.3824	6.69605	55.2333	200
81	0.380796	57.8155	6.67034	55.2414	200
82	0.381322	58.2204	6.64783	55.2505	200
83	0.381799	58.679	6.6282	55.2609	200
84	0.382183	58.3848	6.60734	55.2702	200
85	0.382445	58.6298	6.58801	55.2802	200
86	0.38799	54.5934	6.5537	55.2782	200
87	0.388152	54.7605	6.51861	55.2767	200
88	0.389555	55.917	6.48521	55.2785	200
89	0.390721	57.0516	6.45843	55.2836	200
90	0.39224	58.2235	6.43889	55.2917	200
91	0.393021	59.0094	6.42377	55.3021	200
92	0.393935	59.8592	6.41362	55.3145	200
93	0.394741	60.6515	6.40777	55.329	200
94	0.394932	60.7844	6.40271	55.3435	200
95	0.395738	61.5085	6.40144	55.3599	200
96	0.395921	61.6256	6.40074	55.3762	200
97	0.396785	62.4137	6.40405	55.3945	200
98	0.397445	62.0706	6.40544	55.4115	200
99	0.397905	62.5054	6.40895	55.4296	200
100	0.398152	54.3007	6.38255	55.4268	200
101	0.398679	54.7882	6.35383	55.4252	200
102	0.399632	55.4721	6.32292	55.4253	200
103	0.399826	55.6566	6.29305	55.4259	200
104	0.399986	55.4647	6.26299	55.426	200
105	0.400137	55.4861	6.23316	55.4261	200
106	0.400501	55.3129	6.2043	55.4259	200
107	0.401695	56.4656	6.17994	55.4283	200
108	0.401889	56.2306	6.15504	55.4302	200
109	0.402144	56.4633	6.13133	55.4326	200
110	0.403228	56.691	6.10918	55.4354	200
111	0.403416	56.8706	6.08793	55.4387	200
112	0.403623	55.9171	6.06289	55.4398	200
113	0.403776	56.0422	6.03851	55.4411	200
114	0.403945	55.7855	6.01354	55.4419	200
115	0.404682	56.4628	5.99164	55.4441	200
116	0.405461	56.9006	5.97209	55.4472	200
117	0.405991	57.4006	5.95477	55.4514	200
118	0.406349	57.3854	5.93773	55.4555	200
119	0.406726	57.7296	5.92221	55.4604	200
120	0.407469	57.8685	5.90757	55.4654	200
121	0.408242	58.5726	5.8959	55.4719	200
122	0.408817	58.7942	5.88535	55.4787	200
123	0.409101	59.0648	5.87593	55.486	200
124	0.409269	58.9268	5.86611	55.4929	200
125	0.409844	59.4546	5.85843	55.5009	200
126	0.410361	59.8221	5.85233	55.5095	200
127	0.41077	60.2302	5.84784	55.5189	200
128	0.424169	53.0902	5.83448	55.5141	200
129	0.424474	53.4145	5.81989	55.51	200
130	0.425461	54.2516	5.80235	55.5076	200
131	0.426604	55.3303	5.78072	55.5073	200
132	0.426877	55.2305	5.75987	55.5067	200
