time	pps	kbps
0.100111	0	0
0.200226	1	35.232
0.300328	2	70.464
0.400449	4	140.928
0.50057	8	281.856
0.600692	16	563.712
0.700815	32	1127.42
0.800887	64	2254.85
0.90093	128	4509.7
1.00097	256	9019.39
1.10141	205	7222.56
1.20143	225	7927.2
1.30208	300	10569.6
1.40245	168	5918.98
1.50323	159	5601.89
1.60382	191	6729.31
1.70435	202	7116.86
1.80459	215	7574.88
1.90484	135	4756.32
2.00509	81	2853.79
2.10547	350	12331.2
2.20549	353	12436.9
2.30552	337	11873.2
2.40606	311	10957.2
2.5061	343	12084.6
2.60649	334	11767.5
2.70693	311	10957.2
2.80695	356	12542.6
2.90711	318	11203.8
3.00714	314	11062.8
3.10732	363	12789.2
3.20736	301	10604.8
3.30741	328	11556.1
3.40742	360	12683.5
3.50762	293	10323
3.60778	345	12155
3.70787	338	11908.4
3.80788	285	10041.1
3.90825	323	11379.9
4.00843	329	11591.3
4.10874	319	11239
4.20911	320	11274.2
4.30916	323	11379.9
4.40938	321	11309.5
4.50943	323	11379.9
4.60957	341	12014.1
4.70967	305	10745.8
4.81008	309	10886.7
4.9101	311	10957.2
5.01015	316	11133.3
5.11021	316	11133.3
5.21027	315	11098.1
5.31029	346	12190.3
5.41044	297	10463.9
5.51052	287	10111.6
5.61062	300	10569.6
5.71064	294	10358.2
5.81067	318	11203.8
5.91074	253	8913.7
6.01097	273	9618.34
6.11137	278	9794.5
6.21151	287	10111.6
6.31153	232	8173.82
6.41155	263	9266.02
6.51162	283	9970.66
6.61182	206	7257.79
6.71185	260	9160.32
6.81191	253	8913.7
6.9121	219	7715.81
7.01212	266	9371.71
7.11237	199	7011.17
7.21245	268	9442.18
7.31248	239	8420.45
7.41251	252	8878.46
7.51274	253	8913.7
7.61276	253	8913.7
7.71278	249	8772.77
7.81298	236	8314.75
7.91301	257	9054.62
8.01304	254	8948.93
8.11315	252	8878.46
8.21339	251	8843.23
8.31343	251	8843.23
8.41346	248	8737.54
8.51351	245	8631.84
8.61369	243	8561.38
8.71384	245	8631.84
8.81387	257	9054.62
8.91389	266	9371.71
9.01399	257	9054.62
9.11415	240	8455.68
9.21419	255	8984.16
9.31421	274	9653.57
9.41423	266	9371.71
