time	pps	kbps
0.100107	0	0
0.200215	1	35.232
0.300296	2	70.464
0.400382	4	140.928
0.500488	8	281.856
0.60061	16	563.712
0.700732	32	1127.42
0.800809	64	2254.85
0.900867	128	4509.7
1.00117	38	1338.82
1.1012	145	5108.64
1.20123	136	4791.55
1.30127	0	0
1.40129	158	5566.66
1.50131	153	5390.5
1.60139	136	4791.55
1.70141	114	4016.45
1.80144	143	5038.18
1.90147	112	3945.98
2.0015	114	4016.45
2.10154	58	2043.46
2.20163	50	1761.6
2.30166	11	387.552
2.40169	60	2113.92
2.50172	47	1655.9
2.60175	16	563.712
2.70179	62	2184.38
2.80183	32	1127.42
2.90186	33	1162.66
3.0019	64	2254.85
3.10194	14	493.248
3.20198	53	1867.3
3.30203	66	2325.31
3.40207	1	35.232
3.50212	67	2360.54
3.60217	51	1796.83
3.70221	20	704.64
3.80225	66	2325.31
3.90229	36	1268.35
4.00233	37	1303.58
4.10236	38	1338.82
4.2024	39	1374.05
4.30244	40	1409.28
4.40251	41	1444.51
4.50254	32	1127.42
4.60257	10	352.32
4.70261	43	1514.98
4.80266	44	1550.21
4.9027	45	1585.44
5.00274	46	1620.67
5.10278	47	1655.9
5.20281	48	1691.14
5.30296	1	35.232
5.40299	48	1691.14
5.50304	50	1761.6
5.60309	51	1796.83
5.70315	52	1832.06
5.80326	8	281.856
5.90329	45	1585.44
6.00334	54	1902.53
6.1034	55	1937.76
6.20343	0	0
6.30347	56	1972.99
6.4035	57	2008.22
6.50353	0	0
6.60356	58	2043.46
6.7036	59	2078.69
6.80365	0	0
6.90369	60	2113.92
7.00373	60	2113.92
7.10382	0	0
7.20386	61	2149.15
7.3039	33	1162.66
7.40394	34	1197.89
7.50397	35	1233.12
7.60401	36	1268.35
7.70404	37	1303.58
7.80408	38	1338.82
7.90412	39	1374.05
8.00416	40	1409.28
8.1042	41	1444.51
8.20424	42	1479.74
8.30427	43	1514.98
8.4043	44	1550.21
8.50434	45	1585.44
8.60436	46	1620.67
8.70439	45	1585.44
8.80456	28	986.496
8.90474	25	880.8
9.00475	46	1620.67
9.10479	50	1761.6
9.20483	51	1796.83
9.30486	52	1832.06
9.4049	53	1867.3
9.50496	54	1902.53
9.60503	55	1937.76
9.70516	56	1972.99
9.80527	57	2008.22
9.90535	58	2043.46
10.0054	59	2078.69
10.286	2	70.464
10.3861	58	2043.46
10.4861	31	1092.19
10.5862	32	1127.42
10.6862	33	1162.66
10.7863	34	1197.89
10.8864	35	1233.12
10.9865	36	1268.35
11.0866	37	1303.58
11.1866	38	1338.82
11.2867	39	1374.05
11.3867	40	1409.28
11.4868	41	1444.51
11.5868	42	1479.74
11.6869	43	1514.98
11.7869	44	1550.21
11.887	45	1585.44
11.9871	46	1620.67
12.0871	47	1655.9
12.1871	48	1691.14
12.2872	49	1726.37
12.3873	50	1761.6
12.4873	51	1796.83
12.5874	52	1832.06
12.6874	53	1867.3
12.7874	54	1902.53
12.8875	55	1937.76
12.9875	56	1972.99
13.0876	57	2008.22
13.1876	58	2043.46
13.2877	59	2078.69
13.3877	60	2113.92
13.4878	61	2149.15
13.5878	62	2184.38
13.6879	63	2219.62
13.7879	64	2254.85
13.888	65	2290.08
13.988	66	2325.31
14.088	67	2360.54
14.1881	60	2113.92
14.2883	65	2290.08
14.3886	50	1761.6
14.4886	68	2395.78
14.5886	70	2466.24
14.6887	71	2501.47
14.7887	71	2501.47
14.8887	71	2501.47
14.9888	70	2466.24
15.0888	75	2642.4
15.1889	76	2677.63
15.289	76	2677.63
15.389	77	2712.86
15.489	76	2677.63
15.5891	79	2783.33
15.6891	80	2818.56
15.7894	82	2889.02
15.8894	82	2889.02
15.9895	84	2959.49
16.0895	84	2959.49
16.1895	83	2924.26
16.2896	88	3100.42
16.3896	89	3135.65
16.4897	90	3170.88
16.5897	91	3206.11
16.6898	92	3241.34
16.7898	93	3276.58
16.8898	74	2607.17
16.9899	34	1197.89
17.0899	81	2853.79
17.19	96	3382.27
17.2901	96	3382.27
17.3902	10	352.32
17.4902	89	3135.65
17.5903	99	3487.97
17.6905	8	281.856
17.7905	92	3241.34
17.8906	92	3241.34
17.9906	9	317.088
18.0906	102	3593.66
18.1907	4	140.928
18.2907	99	3487.97
18.3907	18	634.176
18.4907	86	3029.95
18.5908	35	1233.12
18.6908	70	2466.24
18.7908	71	2501.47
18.8909	76	2677.63
18.9909	84	2959.49
19.0911	105	3699.36
19.1911	105	3699.36
19.2911	108	3805.06
19.3912	106	3734.59
19.4912	111	3910.75
19.5913	111	3910.75
19.6913	113	3981.22
19.7913	115	4051.68
19.8914	116	4086.91
19.9914	117	4122.14
20.0914	118	4157.38
20.1915	119	4192.61
20.2916	120	4227.84
20.3916	121	4263.07
20.4917	122	4298.3
20.5918	123	4333.54
20.6918	124	4368.77
20.7919	125	4404
20.8919	126	4439.23
20.992	127	4474.46
21.092	128	4509.7
21.1921	117	4122.14
21.2922	125	4404
21.3923	113	3981.22
21.4924	114	4016.45
21.5924	116	4086.91
21.6929	126	4439.23
21.793	124	4368.77
21.893	129	4544.93
21.9931	126	4439.23
22.0932	128	4509.7
22.1932	138	4862.02
22.2933	139	4897.25
22.3933	139	4897.25
22.4934	141	4967.71
22.5934	140	4932.48
22.6934	142	5002.94
22.7935	138	4862.02
22.8935	143	5038.18
22.9935	142	5002.94
23.0936	142	5002.94
23.1936	148	5214.34
23.2936	149	5249.57
23.3937	96	3382.27
23.4938	77	2712.86
23.5939	137	4826.78
23.6939	143	5038.18
23.794	153	5390.5
23.894	154	5425.73
23.9942	155	5460.96
24.0943	156	5496.19
24.1943	157	5531.42
24.2944	158	5566.66
24.3945	157	5531.42
24.4946	157	5531.42
24.5947	152	5355.26
24.6948	144	5073.41
24.7949	156	5496.19
24.8949	153	5390.5
24.9949	158	5566.66
25.095	159	5601.89
25.1952	162	5707.58
25.2953	165	5813.28
25.3955	167	5883.74
25.4956	167	5883.74
25.5956	167	5883.74
25.6956	167	5883.74
25.7959	169	5954.21
25.896	163	5742.82
25.9961	172	6059.9
26.0963	167	5883.74
26.1964	159	5601.89
26.2966	176	6200.83
26.3966	176	6200.83
26.4967	177	6236.06
26.5968	178	6271.3
26.6968	179	6306.53
26.7968	180	6341.76
26.8969	182	6412.22
26.9969	182	6412.22
27.0969	181	6376.99
27.197	185	6517.92
27.297	185	6517.92
27.3971	187	6588.38
27.4971	187	6588.38
27.5971	189	6658.85
27.6974	166	5848.51
27.7974	181	6376.99
27.8976	183	6447.46
27.9977	188	6623.62
28.098	191	6729.31
28.1981	193	6799.78
