segment	time	rtt	rttvar	srtt	rto
1	0.102067	101.936	50.9678	101.936	305.807
2	0.204111	101.828	38.2528	101.922	254.933
3	0.204348	102.024	28.715	101.935	216.795
4	0.305968	101.718	25.1526	101.921	202.532
5	0.30623	101.942	22.0112	101.923	200
6	0.306457	101.998	20.1832	101.926	200
7	0.30681	102.317	18.5338	101.942	200
8	0.407771	101.679	17.3919	101.934	200
9	0.407999	101.878	16.3084	101.932	200
10	0.408594	102.27	15.5099	101.941	200
11	0.408816	102.439	14.7593	101.953	200
12	0.408981	102.446	14.1649	101.963	200
13	0.409382	102.818	13.6103	101.981	200
14	0.409778	102.849	13.1552	101.997	200
15	0.409999	103.043	12.7228	102.015	200
16	0.50945	101.555	12.3396	102.008	200
17	0.509704	101.773	11.9613	102.004	200
18	0.510377	102.294	11.6371	102.008	200
19	0.510596	102.48	11.3269	102.015	200
20	0.510754	102.04	11.0444	102.015	200
21	0.511113	102.37	10.7772	102.02	200
22	0.511529	102.637	10.5462	102.027	200
23	0.511882	102.959	10.3277	102.037	200
24	0.51211	103.059	10.1339	102.048	200
25	0.512525	103.434	9.95162	102.062	200
26	0.512887	103.379	9.78557	102.075	200
27	0.513122	103.585	9.62642	102.09	200
28	0.513341	103.444	9.47871	102.102	200
29	0.513749	103.814	9.34002	102.117	200
30	0.514194	104.121	9.21776	102.134	200
31	0.514447	104.345	9.10098	102.152	200
32	0.611051	101.474	8.96938	102.147	200
33	0.611312	101.707	8.8361	102.143	200
34	0.611758	101.955	8.70894	102.142	200
35	0.611932	102.103	8.58143	102.142	200
36	0.612373	101.876	8.46593	102.14	200
37	0.612624	102.094	8.34898	102.14	200
38	0.61303	102.36	8.24203	102.141	200
39	0.613495	102.801	8.14228	102.145	200
40	0.613649	102.82	8.04893	102.15	200
41	0.61414	103.287	7.96254	102.157	200
42	0.614376	103.146	7.87952	102.163	200
43	0.61482	103.554	7.80228	102.171	200
44	0.614997	103.35	7.72701	102.177	200
45	0.615445	103.768	7.65728	102.187	200
46	0.61563	103.618	7.58961	102.194	200
47	0.616067	104.025	7.52701	102.204	200
48	0.616252	104.068	7.46802	102.214	200
49	0.616829	104.615	7.41524	102.226	200
50	0.617068	104.455	7.36337	102.238	200
51	0.617382	104.744	7.3148	102.25	200
52	0.618017	104.993	7.27084	102.263	200
53	0.618257	105.204	7.2292	102.277	200
54	0.618615	105.419	7.19135	102.292	200
55	0.618844	105.62	7.15558	102.307	200
56	0.619347	105.915	7.1239	102.324	200
57	0.619756	106.3	7.0958	102.341	200
58	0.619999	106.126	7.06725	102.358	200
59	0.620364	106.462	7.04171	102.375	200
60	0.620636	106.323	7.01592	102.392	200
61	0.62082	106.472	6.99146	102.409	200
62	0.621089	106.557	6.96853	102.425	200
63	0.621392	106.835	6.9479	102.443	200
64	0.71308	101.887	6.89796	102.441	200
65	0.713333	102.121	6.84657	102.44	200
66	0.713469	102.093	6.79733	102.439	200
67	0.714204	102.807	6.74863	102.44	200
68	0.714385	102.526	6.69965	102.44	200
69	0.714519	102.642	6.65186	102.441	200
70	0.714962	102.968	6.60811	102.443	200
71	0.715399	103.388	6.56767	102.446	200
72	0.715576	103.047	6.52623	102.448	200
73	0.716202	103.648	6.48924	102.452	200
74	0.716384	103.7	6.45383	102.457	200
75	0.716752	104.049	6.42098	102.462	200
76	0.717253	104.118	6.38963	102.468	200
77	0.717512	104.339	6.35991	102.474	200
78	0.717718	104.144	6.32984	102.479	200
79	0.718482	104.883	6.30468	102.487	200
80	0.718739	105.031	6.28118	102.495	200
81	0.718947	105.221	6.25896	102.503	200
