time	pps	kbps
0.1001	0	0
0.200217	0	0
0.300337	0	0
0.400455	0	0
0.50057	0	0
0.600685	0	0
0.700784	0	0
0.800867	0	0
0.900982	0	0
1.0011	0	0
1.10121	0	0
1.20133	0	0
1.30138	0	0
1.40155	0	0
1.50166	0	0
1.60178	0	0
1.7019	0	0
1.80201	0	0
1.90213	0	0
2.00223	0	0
2.10235	0	0
2.20247	0	0
2.30258	0	0
2.4027	0	0
2.50282	0	0
2.60286	0	0
2.70299	0	0
2.80311	1	35.232
2.90323	2	70.464
3.00335	2	70.464
3.10347	3	105.696
3.20355	4	140.928
3.3036	6	211.392
3.40364	5	176.16
3.50369	5	176.16
3.6038	0	0
3.70386	22	775.104
3.80391	4	140.928
3.90397	15	528.48
4.00402	5	176.16
4.10412	3	105.696
4.20418	2	70.464
4.30424	16	563.712
4.40429	5	176.16
4.50441	2	70.464
4.60449	2	70.464
4.70453	3	105.696
4.80458	13	458.016
4.90465	4	140.928
5.00476	2	70.464
5.10482	20	704.64
5.20493	3	105.696
5.30503	3	105.696
5.40515	18	634.176
5.50523	2	70.464
5.60529	2	70.464
5.70536	5	176.16
5.80546	12	422.784
5.90555	3	105.696
6.00562	17	598.944
6.10565	5	176.16
6.20587	7	246.624
6.30594	2	70.464
6.40606	3	105.696
6.50614	14	493.248
6.60622	13	458.016
6.70629	2	70.464
6.80637	0	0
6.90644	26	916.032
7.00655	5	176.16
7.1066	23	810.336
7.20665	22	775.104
7.30671	9	317.088
7.40678	5	176.16
7.50685	19	669.408
7.60693	14	493.248
7.70698	2	70.464
7.80702	29	1021.73
7.9071	6	211.392
8.00717	28	986.496
8.10723	3	105.696
8.20735	2	70.464
8.30745	30	1056.96
8.40755	5	176.16
8.50764	29	1021.73
8.60769	7	246.624
8.70779	29	1021.73
8.80785	6	211.392
8.90795	23	810.336
9.00807	14	493.248
9.10819	0	0
9.20825	1	35.232
9.30831	35	1233.12
9.40837	1	35.232
9.50845	0	0
9.60855	0	0
9.70867	37	1303.58
9.80874	5	176.16
9.90879	39	1374.05
10.0088	0	0
10.109	0	0
10.209	18	634.176
10.3092	25	880.8
10.4093	0	0
10.5094	0	0
10.6095	0	0
10.7095	7	246.624
10.8096	36	1268.35
10.9096	0	0
11.0097	13	458.016
11.11	37	1303.58
11.21	8	281.856
11.3101	36	1268.35
11.4102	6	211.392
11.5103	3	105.696
11.6103	43	1514.98
11.7104	0	0
11.8105	45	1585.44
11.9106	2	70.464
12.0108	0	0
12.1109	46	1620.67
12.2109	22	775.104
12.311	12	422.784
12.411	26	916.032
12.5111	30	1056.96
12.6113	9	317.088
12.7114	0	0
12.8115	0	0
12.9116	43	1514.98
13.0117	7	246.624
13.1118	25	880.8
13.2118	5	176.16
13.3119	24	845.568
13.4119	27	951.264
13.512	10	352.32
13.6121	23	810.336
13.7122	27	951.264
13.8123	3	105.696
13.9124	1	35.232
14.0124	31	1092.19
14.1124	2	70.464
