segment	time	rtt	rttvar	srtt	rto
1	0.0527282	52.6461	26.323	52.6461	200
2	0.103863	51.0372	20.1445	52.445	200
3	0.104135	51.2955	15.3958	52.3013	200
4	0.155375	51.4251	13.5808	52.2465	200
5	0.155763	51.801	11.9389	52.2187	200
6	0.156573	52.3918	10.9584	52.2259	200
7	0.15682	52.6225	10.0783	52.2424	200
8	0.207892	52.4031	9.45841	52.2474	200
9	0.209056	53.5494	8.94864	52.2881	200
10	0.209317	53.4792	8.56076	52.3179	200
11	0.210056	54.2007	8.22686	52.365	200
12	0.210323	53.6945	7.93947	52.3927	200
13	0.210988	54.3459	7.69005	52.4334	200
14	0.211249	54.384	7.48507	52.4682	200
15	0.211982	55.1038	7.31187	52.5153	200
16	0.260185	52.2079	7.09298	52.5104	200
17	0.261358	53.3691	6.89816	52.5239	200
18	0.262288	53.1706	6.72451	52.5328	200
19	0.262579	53.442	6.56297	52.5455	200
20	0.26354	54.1768	6.43968	52.5659	200
21	0.263809	54.4326	6.32536	52.5892	200
22	0.264797	54.6729	6.22895	52.6129	200
23	0.265051	54.9155	6.13972	52.639	200
24	0.265659	55.2896	6.06703	52.6667	200
25	0.265899	55.5149	5.99997	52.6963	200
26	0.266556	55.5069	5.93864	52.7233	200
27	0.266799	55.7304	5.88226	52.7523	200
28	0.267411	56.115	5.83727	52.7823	200
29	0.267654	56.3478	5.7967	52.8141	200
30	0.268263	56.271	5.7577	52.8429	200
31	0.268505	56.5125	5.7229	52.8735	200
32	0.313672	53.3743	5.64131	52.8774	200
33	0.31398	53.657	5.56534	52.8835	200
34	0.314712	53.1509	5.48743	52.8855	200
35	0.314973	53.3946	5.41422	52.8892	200
36	0.315904	53.5294	5.34791	52.8937	200
37	0.31616	53.7739	5.28586	52.8998	200
38	0.317391	54.765	5.24085	52.9121	200
39	0.317611	54.9723	5.199	52.9256	200
40	0.318328	54.7249	5.15651	52.9369	200
41	0.318564	54.9496	5.11721	52.9494	200
42	0.319741	55.886	5.09125	52.9669	200
43	0.319989	56.1207	5.06818	52.9857	200
44	0.320878	56.0237	5.04511	53.0029	200
45	0.321125	56.2564	5.02475	53.0214	200
46	0.322138	57.0424	5.01384	53.0433	200
47	0.322386	57.2813	5.00541	53.0663	200
48	0.323022	57.3045	4.99742	53.0884	200
49	0.323253	57.5261	4.99159	53.1115	200
50	0.323827	57.886	4.98942	53.1354	200
51	0.324055	58.1005	4.98917	53.1602	200
52	0.324609	57.9963	4.9877	53.1834	200
53	0.324835	58.212	4.98809	53.2076	200
54	0.325398	58.5534	4.99141	53.2324	200
55	0.325626	58.7721	4.99648	53.258	200
56	0.326921	59.4543	5.00719	53.2857	200
57	0.327165	59.6858	5.01963	53.3143	200
58	0.32777	60.0723	5.03462	53.3434	200
59	0.327923	60.2145	5.05045	53.373	200
60	0.3285	60.1865	5.06514	53.4014	200
61	0.328728	60.4041	5.08129	53.4306	200
62	0.329295	60.7515	5.09935	53.4601	200
63	0.329474	60.9193	5.11838	53.4902	200
64	0.366302	52.5397	5.08582	53.4865	200
65	0.366609	52.8337	5.05119	53.4839	200
66	0.367334	53.3044	5.01428	53.4832	200
67	0.367766	53.7256	4.97813	53.4841	200
68	0.368871	54.0997	4.94605	53.4864	200
69	0.369371	54.5843	4.91776	53.4904	200
70	0.370084	55.0669	4.89389	53.4961	200
71	0.370571	55.544	4.87356	53.5034	200
72	0.371453	55.4844	4.85347	53.5103	200
73	0.37257	56.5902	4.84116	53.521	200
74	0.373309	57.1067	4.83268	53.5331	200
75	0.373586	57.3705	4.82595	53.546	200
76	0.37473	57.2816	4.81878	53.5583	200
77	0.374996	57.5347	4.81323	53.5714	200
78	0.37574	58.1276	4.81159	53.586	200
79	0.376033	58.421	4.81174	53.6015	200
80	0.377219	58.8364	4.81438	53.6179	200
81	0.377503	59.1052	4.81859	53.635	200
82	0.378195	59.5924	4.82553	53.6532	200
83	0.378457	59.8443	4.83386	53.672	200
84	0.379659	59.8589	4.84191	53.6905	200
85	0.379942	60.1324	4.85144	53.7096	200
86	0.38078	60.7515	4.86417	53.7301	200
87	0.381047	61.0056	4.87819	53.7513	200
88	0.382489	61.5547	4.89481	53.7734	200
89	0.382781	61.8338	4.9128	53.7963	200
90	0.383386	62.2222	4.93231	53.8197	200
91	0.383638	62.4662	4.95295	53.8437	200
92	0.384228	62.0324	4.97053	53.866	200
93	0.384474	62.2659	4.98917	53.8888	200
94	0.385057	62.6319	5.00914	53.9121	200
95	0.385306	62.8692	5.03014	53.9359	200
96	0.385809	62.7363	5.04978	53.9588	200
97	0.386077	62.9951	5.07054	53.9823	200
98	0.386667	63.3684	5.09256	54.0063	200
99	0.386915	63.607	5.11556	54.0308	200
100	0.387491	63.6144	5.1379	54.0547	200
101	0.387737	63.8495	5.16118	54.0792	200
102	0.388316	64.2216	5.1856	54.1041	200
103	0.388567	64.465	5.21097	54.1295	200
104	0.389146	64.4857	5.23571	54.1544	200
105	0.38939	64.721	5.26134	54.1798	200
106	0.390674	65.798	5.29132	54.2072	200
107	0.390963	66.076	5.32235	54.2352	200
108	0.39155	66.1034	5.35265	54.2626	200
109	0.3918	66.342	5.38379	54.2906	200
110	0.392402	66.7373	5.4159	54.3189	200
111	0.392656	66.9831	5.44884	54.3477	200
112	0.393241	66.2702	5.47774	54.3743	200
113	0.393437	66.4449	5.50718	54.4012	200
114	0.394031	66.7911	5.53736	54.4284	200
115	0.394289	67.0393	5.56839	54.4561	200
128	0.418692	52.3004	5.55368	54.4514	200
129	0.419153	52.7497	5.53708	54.4477	200
130	0.42051	53.8517	5.51614	54.4465	200
131	0.421218	54.5445	5.49318	54.4467	200
132	0.422518	55.1265	5.47313	54.4481	200
133	0.423318	55.9156	5.45644	54.4512	200
134	0.42424	56.4069	5.44209	54.4552	200
135	0.424707	56.8612	5.42964	54.4601	200
136	0.425894	56.9579	5.41782	54.4651	200
137	0.426245	57.294	5.40738	54.4708	200
138	0.426944	57.5174	5.39801	54.4769	200
139	0.427487	58.0494	5.39077	54.484	200
140	0.428484	58.2397	5.38438	54.4913	200
141	0.429187	58.9312	5.38069	54.5	200
142	0.429934	59.3089	5.3785	54.5092	200
143	0.430355	59.7157	5.37783	54.5192	200
144	0.431405	59.8933	5.37782	54.5294	200
145	0.43167	60.1477	5.37873	54.5401	200
146	0.432554	59.9319	5.37878	54.5501	200
147	0.432832	60.1997	5.37979	54.5607	200
148	0.433696	60.3277	5.38121	54.5713	200
149	0.433956	60.574	5.3835	54.5823	200
150	0.434856	61.2302	5.38808	54.5943	200
151	0.435138	61.2971	5.39284	54.6065	200
152	0.436146	61.3561	5.39769	54.6185	200
153	0.436442	61.6427	5.4035	54.6311	200
154	0.437873	62.8357	5.41336	54.6455	200
155	0.438152	63.1023	5.42408	54.6604	200
156	0.438986	63.1894	5.43486	54.6752	200
157	0.439255	63.4459	5.44644	54.6904	200
158	0.440047	63.9687	5.45956	54.7063	200
159	0.440322	64.235	5.4735	54.7226	200
160	0.441306	64.0191	5.48641	54.7384	200
161	0.441585	64.2854	5.50013	54.7545	200
162	0.442484	64.9414	5.51575	54.7715	200
163	0.442755	65.201	5.53213	54.7888	200
164	0.443842	65.5912	5.54947	54.8066	200
165	0.444117	65.8562	5.56756	54.8248	200
166	0.445013	66.5163	5.58745	54.8438	200
167	0.445283	66.7747	5.60804	54.8631	200
168	0.447554	67.8292	5.63162	54.8839	200
169	0.44784	68.1008	5.65594	54.9051	200
170	0.448542	68.5583	5.68124	54.9267	200
171	0.448808	68.8151	5.70722	54.9487	200
172	0.449398	68.5584	5.73191	54.9699	200
173	0.449652	68.803	5.75723	54.9915	200
174	0.450017	68.9262	5.78247	55.0131	200
175	0.450285	69.1833	5.80835	55.0349	200
176	0.450874	68.3216	5.83115	55.0552	200
177	0.451133	68.5709	5.85458	55.0758	200
178	0.45171	68.8814	5.87853	55.0966	200
179	0.451968	69.1298	5.90309	55.1177	200
180	0.452608	69.1741	5.92736	55.1386	200
186	0.45287	68.3559	5.94906	55.1583	200
189	0.453745	68.6282	5.97118	55.1781	200
190	0.454083	68.7327	5.99348	55.198	200
193	0.454761	68.8817	6.01584	55.2179	200
194	0.455047	68.9306	6.03821	55.2378	200
196	0.455666	68.9483	6.06026	55.2575	200
197	0.455952	69.2254	6.08298	55.2776	200
201	0.456611	69.0601	6.10485	55.2972	200
202	0.456888	69.1117	6.12676	55.3168	200
205	0.457447	69.0684	6.14817	55.3361	200
206	0.458341	69.7314	6.17134	55.3563	200
212	0.458989	68.2637	6.19005	55.3743	200
213	0.45926	68.523	6.20938	55.3925	200
216	0.459863	68.2621	6.22768	55.4102	200
223	0.460146	67.4396	6.24362	55.4267	200
230	0.460748	66.4189	6.25652	55.4417	200
231	0.461018	66.6782	6.27005	55.4569	200
232	0.471282	52.5123	6.26111	55.453	200
233	0.471983	53.1968	6.25035	55.45	200
234	0.472754	53.5484	6.23878	55.4474	200
235	0.473121	53.8994	6.22631	55.4454	200
236	0.474061	53.4816	6.21509	55.4428	200
237	0.474407	53.8078	6.20304	55.4406	200
238	0.475354	54.0944	6.19039	55.4389	200
239	0.475819	54.5473	6.17659	55.4377	200
240	0.476756	54.1901	6.16389	55.4361	200
241	0.477085	54.5042	6.1504	55.4349	200
242	0.478581	55.2172	6.13527	55.4346	200
243	0.47906	55.6847	6.12025	55.4349	200
244	0.479877	55.5914	6.10519	55.4351	200
245	0.480549	56.2499	6.09183	55.4362	200
246	0.481228	56.4776	6.07921	55.4375	200
247	0.481538	56.7746	6.06735	55.4391	200
248	0.48216	56.2191	6.05427	55.4401	200
249	0.482879	56.4598	6.0418	55.4414	200
250	0.484303	58.0229	6.03332	55.4445	200
251	0.48495	58.6565	6.02641	55.4485	200
252	0.486245	59.2611	6.02103	55.4531	200
253	0.486743	59.7465	6.01684	55.4583	200
254	0.487611	60.0816	6.01349	55.4639	200
255	0.487965	60.4214	6.01095	55.4698	200
256	0.488862	60.3324	6.00822	55.4756	200
257	0.489295	60.7553	6.00648	55.4819	200
258	0.49043	61.2086	6.00582	55.4887	200
259	0.490744	61.51	6.00586	55.4958	200
260	0.491627	61.6493	6.00621	55.5029	200
261	0.492147	62.1568	6.00772	55.5107	200
262	0.493035	62.6413	6.01032	55.519	200
263	0.493391	62.9864	6.01369	55.5276	200
264	0.494043	62.5968	6.01611	55.5357	200
265	0.495384	63.9262	6.02156	55.5453	200
266	0.496243	64.5423	6.02832	55.5556	200
267	0.496561	64.8471	6.03574	55.5661	200
268	0.497464	64.8636	6.04308	55.5766	200
269	0.49785	65.237	6.05123	55.5875	200
270	0.49879	65.9269	6.0608	55.599	200
271	0.499113	66.2401	6.07103	55.6109	200
272	0.500622	66.8844	6.08254	55.6234	200
273	0.500988	67.24	6.09478	55.6362	200
274	0.50206	68.0733	6.10869	55.6498	200
275	0.502402	68.4046	6.12326	55.6638	200
276	0.503484	68.583	6.13804	55.6779	200
277	0.503809	68.8984	6.15343	55.6922	200
278	0.504874	69.7056	6.17037	55.7073	200
279	0.505204	70.0267	6.18793	55.7228	200
280	0.506012	69.8173	6.20483	55.7378	200
281	0.506658	70.4479	6.223	55.7536	200
282	0.507652	71.1723	6.24249	55.7699	200
283	0.50798	70.9668	6.26146	55.786	200
284	0.50935	71.4338	6.28118	55.8024	200
285	0.509654	71.727	6.30143	55.8191	200
286	0.510821	72.6378	6.32335	55.8367	200
287	0.511161	72.9689	6.34586	55.8545	200
288	0.512484	73.4588	6.36913	55.8727	200
289	0.512859	73.8234	6.39305	55.8912	200
290	0.514162	74.8767	6.41886	55.9107	200
291	0.514518	75.2234	6.44528	55.9305	200
292	0.515368	75.2802	6.47151	55.9501	200
296	0.515715	74.3683	6.49579	55.9689	200
297	0.516367	75.0087	6.52108	55.9881	200
298	0.516689	75.0738	6.54641	56.0073	200
299	0.51742	75.7963	6.5729	56.0271	200
300	0.517674	75.1488	6.598	56.0462	200
301	0.518348	75.8135	6.62412	56.0658	200
302	0.518687	75.8907	6.65032	56.0855	200
311	0.519446	74.1223	6.67273	56.1032	200
312	0.519799	72.2028	6.69129	56.1191	200
315	0.520487	72.6073	6.71042	56.1352	200
320	0.520727	71.2936	6.72692	56.15	200
322	0.521411	71.7294	6.74408	56.1651	200
323	0.521894	72.203	6.76209	56.1806	200
328	0.523366	72.4568	6.78039	56.1963	200
329	0.523727	72.808	6.79929	56.2123	200
333	0.524666	72.9107	6.81818	56.2282	200
