time	pps	kbps
0.100108	0	0
0.200228	1	35.232
0.300348	2	70.464
0.400469	4	140.928
0.500587	8	281.856
0.600689	6	211.392
0.70081	0	0
0.800924	1	35.232
0.901024	0	0
1.00114	3	105.696
1.10124	6	211.392
1.20137	8	281.856
1.30148	9	317.088
1.40154	14	493.248
1.50167	14	493.248
1.6018	2	70.464
1.7019	0	0
1.80202	0	0
1.90213	6	211.392
2.00223	4	140.928
2.10237	2	70.464
2.20249	15	528.48
2.30318	11	387.552
2.40327	9	317.088
2.50336	5	176.16
2.60341	2	70.464
2.70353	9	317.088
2.80365	11	387.552
2.90376	3	105.696
3.00385	1	35.232
3.10397	3	105.696
3.20407	2	70.464
3.30419	8	281.856
3.40431	8	281.856
3.50442	2	70.464
3.6045	4	140.928
3.70456	3	105.696
3.80465	3	105.696
3.90473	6	211.392
4.00486	12	422.784
4.10498	11	387.552
4.20528	1	35.232
4.30537	0	0
4.40546	7	246.624
4.50559	21	739.872
4.60568	4	140.928
4.7058	12	422.784
4.80592	17	598.944
4.90602	12	422.784
5.00613	14	493.248
5.10618	4	140.928
5.20626	28	986.496
5.30637	5	176.16
5.40649	1	35.232
5.50661	0	0
5.60667	1	35.232
5.70675	11	387.552
5.80687	2	70.464
5.90694	19	669.408
6.007	5	176.16
6.10703	19	669.408
6.20708	11	387.552
6.30721	10	352.32
6.40729	23	810.336
6.5074	13	458.016
6.6075	24	845.568
6.70762	19	669.408
6.80771	6	211.392
6.90782	2	70.464
7.00788	4	140.928
7.10797	31	1092.19
7.20808	2	70.464
7.30817	1	35.232
7.40821	9	317.088
7.50828	29	1021.73
7.6084	1	35.232
7.70847	1	35.232
7.80852	32	1127.42
7.90858	8	281.856
8.00887	29	1021.73
8.10892	20	704.64
8.20899	10	352.32
8.30907	1	35.232
8.40919	37	1303.58
8.50929	6	211.392
8.60937	37	1303.58
8.70944	2	70.464
8.80952	37	1303.58
8.90962	2	70.464
9.0097	1	35.232
9.10975	37	1303.58
9.20979	4	140.928
9.30984	2	70.464
9.40995	1	35.232
9.51004	37	1303.58
9.61012	2	70.464
9.71024	1	35.232
9.81036	37	1303.58
9.91042	3	105.696
10.0105	37	1303.58
10.1106	8	281.856
10.2107	32	1127.42
10.3108	9	317.088
10.4109	0	0
10.511	37	1303.58
10.611	3	105.696
10.7111	0	0
10.8112	37	1303.58
10.9112	2	70.464
11.0113	37	1303.58
11.1114	9	317.088
11.2115	13	458.016
11.3116	29	1021.73
11.4117	3	105.696
11.5118	35	1233.12
11.6119	10	352.32
11.712	37	1303.58
11.8121	3	105.696
11.9122	11	387.552
12.0122	31	1092.19
12.1123	4	140.928
12.2124	0	0
12.3125	33	1162.66
12.4125	16	563.712
12.5126	35	1233.12
12.6127	10	352.32
12.7128	37	1303.58
12.8128	37	1303.58
12.9129	7	246.624
13.013	39	1374.05
13.1131	2	70.464
13.2132	43	1514.98
13.3133	1	35.232
13.4134	2	70.464
13.5134	32	1127.42
13.6135	25	880.8
13.7136	1	35.232
13.8137	29	1021.73
13.9137	37	1303.58
14.0138	1	35.232
14.1139	80	2818.56
14.214	19	669.408
14.3141	7	246.624
14.4142	88	3100.42
14.5143	25	880.8
14.6143	104	3664.13
14.7144	48	1691.14
14.8144	70	2466.24
14.9145	25	880.8
15.0146	53	1867.3
15.1148	40	1409.28
15.2148	23	810.336
15.3149	56	1972.99
15.415	5	176.16
15.515	56	1972.99
15.6151	8	281.856
15.7152	26	916.032
15.8153	28	986.496
15.9154	29	1021.73
16.0155	17	598.944
16.1155	0	0
16.2157	30	1056.96
16.3157	3	105.696
16.4158	14	493.248
16.5159	14	493.248
16.616	15	528.48
